Country,Drug,Impact Score
Saint Kitts and Nevis,ddl,0.0
Saint Lucia,ddl,0.0
Saint Vincent and the Grenadines,ddl,0.0
Samoa,ddl,0.0
San Marino,ddl,0.0
Sao Tome and Principe,ddl,0.0
Saudi Arabia,ddl,0.0
Senegal,ddl,0.0
Serbia,ddl,0.0
Seychelles,ddl,0.0
Sierra Leone,ddl,0.19761623337091047
Singapore,ddl,0.0
Sint Maarten (Dutch part),ddl,0.0
Slovakia,ddl,0.0
Slovenia,ddl,0.0
Solomon Islands,ddl,0.0
Somalia,ddl,0.5428376855092849
South Africa,ddl,0.0
South Sudan,ddl,0.0
Spain,ddl,0.0
Sri Lanka,ddl,0.04166958095076921
Sudan,ddl,0.1505051870538212
Suriname,ddl,0.0
Swaziland,ddl,0.0
Sweden,ddl,0.0
Switzerland,ddl,0.0
Syrian Arab Republic,ddl,0.0
Tajikistan,ddl,0.3028515823237042
Tanzania,ddl,0.0
Thailand,ddl,0.3517207129929765
The Former Yugoslav Republic of Macedonia,ddl,0.0
Timor-Leste,ddl,0.0
Togo,ddl,1.3405750923330373
Tokelau,ddl,0.0
Tonga,ddl,0.0
Trinidad and Tobago,ddl,0.09050726380303076
Tunisia,ddl,0.0
Turkey,ddl,0.0
Turkmenistan,ddl,0.0
Turks and Caicos Islands,ddl,0.0
Tuvalu,ddl,0.0
Uganda,ddl,130.62012270390943
Ukraine,ddl,0.8885457267743976
United Arab Emirates,ddl,0.0
United Kingdom of Great Britain and Northern Ireland,ddl,0.0
United States,ddl,0.0
Uruguay,ddl,0.008726192985787383
US Virgin Islands,ddl,0.0
Uzbekistan,ddl,0.02605899020919822
Vanuatu,ddl,0.0
Venezuela,ddl,0.0
Viet Nam,ddl,0.0
Wallis and Futuna Islands,ddl,0.0
West Bank and Gaza Strip,ddl,0.0
Yemen,ddl,0.017737992907431135
Zambia,ddl,81.23781156083686
Zimbabwe,ddl,152.77043589336657
Afghanistan,d4T,0.523835752119729
Albania,d4T,0.0
Algeria,d4T,0.45592540352179795
American Samoa,d4T,0.0
Andorra,d4T,0.0
Angola,d4T,0.0
Anguilla,d4T,0.0
Antigua and Barbuda,d4T,0.0
Argentina,d4T,16.203024145127294
Armenia,d4T,0.0
Aruba,d4T,0.0
Australia,d4T,0.04771365791644804
Austria,d4T,0.0
Azerbaijan,d4T,0.04608649812162042
Bahamas,d4T,0.0
Bahrain,d4T,0.0
Bangladesh,d4T,0.0
Barbados,d4T,0.0
Belarus,d4T,0.07716629599079206
Belgium,d4T,0.0
Belize,d4T,0.09646223020534547
Benin,d4T,4.48226404286152
Bermuda,d4T,0.0
Bhutan,d4T,0.0
Bolivia,d4T,0.0
"Bonaire, Saint Eustatius and Saba",d4T,0.0
Bosnia and Herzegovina,d4T,0.0
Botswana,d4T,13.71638205982078
Brazil,d4T,90.67223413342224
British Virgin Islands,d4T,0.0
Brunei Darussalam,d4T,0.0
Bulgaria,d4T,0.0
Burkina Faso,d4T,0.0
Burundi,d4T,19.06949260857954
Cambodia,d4T,0.0
Cameroon,d4T,226.34891602042396
Canada,d4T,0.0
Cape Verde,d4T,0.0
Cayman Islands,d4T,0.0
Central African Republic,d4T,0.0
Chad,d4T,0.0
Chile,d4T,0.0
China,d4T,0.0
"China, Hong Kong SAR",d4T,0.0
"China, Macao SAR",d4T,0.0
Colombia,d4T,0.0
Comoros,d4T,0.0
Congo,d4T,0.0
Cook Islands,d4T,0.0
Costa Rica,d4T,0.07823579622914552
Cote d'Ivoire,d4T,0.0
Croatia,d4T,0.0
Cuba,d4T,0.3060308203010941
Curacao,d4T,0.0
Cyprus,d4T,0.0
Czech Republic,d4T,0.0
Democratic People's Republic of Korea,d4T,0.0
Democratic Republic of the Congo,d4T,0.0
Denmark,d4T,0.0
Djibouti,d4T,0.44824096249593
Dominica,d4T,0.0
Dominican Republic,d4T,0.0
Ecuador,d4T,0.09273536062732264
Egypt,d4T,1.1671268702988125
El Salvador,d4T,1.2373534003611577
Equatorial Guinea,d4T,0.0
Eritrea,d4T,11.439983684958419
Estonia,d4T,0.0
Ethiopia,d4T,0.0
Fiji,d4T,0.0
Finland,d4T,0.0
France,d4T,0.0
French Polynesia,d4T,0.0
Gabon,d4T,0.5120879912478056
Gambia,d4T,0.0
Georgia,d4T,0.0
Germany,d4T,0.0
Ghana,d4T,10.237719417298898
Greece,d4T,0.0
Greenland,d4T,0.0
Grenada,d4T,0.0
Guam,d4T,0.0
Guatemala,d4T,0.0
Guinea,d4T,0.0
Guinea-Bissau,d4T,0.0
Guyana,d4T,0.0
Haiti,d4T,0.0
Honduras,d4T,6.825782272448619
Hungary,d4T,0.0
Iceland,d4T,0.0
India,d4T,0.0
Indonesia,d4T,3.9647643424454606
Iran,d4T,0.0
Iraq,d4T,0.0
Ireland,d4T,0.0
Israel,d4T,0.0
Italy,d4T,0.0
Jamaica,d4T,0.0
Japan,d4T,0.0
Jordan,d4T,0.0
Kazakhstan,d4T,2.5246781510630822
Kenya,d4T,1550.7124745300916
Kiribati,d4T,0.0
Kuwait,d4T,0.0
Kyrgyzstan,d4T,0.334016845669954
Lao People's Democratic Republic,d4T,0.0
Latvia,d4T,0.0
Lebanon,d4T,0.0
Lesotho,d4T,27.786130134143267
Liberia,d4T,0.6087191559331674
Libya,d4T,0.0
Lithuania,d4T,0.0
Luxembourg,d4T,0.0
Madagascar,d4T,1.0354399518969701
Malawi,d4T,878.4506379595465
Malaysia,d4T,0.9617697828643934
Maldives,d4T,0.0
Mali,d4T,7.79947458721187
Malta,d4T,0.0
Marshall Islands,d4T,0.0
Mauritania,d4T,0.0
Mauritius,d4T,0.0
Mexico,d4T,22.25247625961423
Micronesia (Federated States of),d4T,0.0
Monaco,d4T,0.0
Mongolia,d4T,0.0
Montenegro,d4T,0.0
Montserrat,d4T,0.0
Morocco,d4T,2.1145399359695527
Mozambique,d4T,0.0
Myanmar,d4T,14.539996423218918
Namibia,d4T,90.76516086901967
Nauru,d4T,0.0
Nepal,d4T,1.2130722853603122
Netherlands,d4T,0.0
New Caledonia,d4T,0.0
New Zealand,d4T,0.0
Nicaragua,d4T,0.0
Niger,d4T,0.0
Nigeria,d4T,0.0
Niue,d4T,0.0
Northern Mariana Islands,d4T,0.0
Norway,d4T,0.0
Oman,d4T,0.0
Pakistan,d4T,0.0
Palau,d4T,0.0
Panama,d4T,0.0
Papua New Guinea,d4T,0.0
Paraguay,d4T,0.0
Peru,d4T,0.0
Philippines,d4T,5.416926135126651
Poland,d4T,0.0
Portugal,d4T,0.0
Puerto Rico,d4T,0.0
Qatar,d4T,0.0
Republic of Korea,d4T,0.0
Republic of Moldova,d4T,0.0
Romania,d4T,0.0
Russia,d4T,0.0
Rwanda,d4T,58.654138075576306
Saint Kitts and Nevis,d4T,0.0
Saint Lucia,d4T,0.0
Saint Vincent and the Grenadines,d4T,0.0
Samoa,d4T,0.0
San Marino,d4T,0.0
Sao Tome and Principe,d4T,0.0
Saudi Arabia,d4T,0.0
Senegal,d4T,0.0
Serbia,d4T,0.0
Seychelles,d4T,0.0
Sierra Leone,d4T,1.0088222657490873
Singapore,d4T,0.0
Sint Maarten (Dutch part),d4T,0.0
Slovakia,d4T,0.0
Slovenia,d4T,0.0
Solomon Islands,d4T,0.0
Somalia,d4T,2.7676375000616247
South Africa,d4T,0.0
South Sudan,d4T,0.0
Spain,d4T,0.0
Sri Lanka,d4T,0.21372258775361377
Sudan,d4T,0.7681049019743188
Suriname,d4T,0.0
Swaziland,d4T,0.0
Sweden,d4T,0.0
Switzerland,d4T,0.0
Syrian Arab Republic,d4T,0.0
Tajikistan,d4T,1.5643181696903679
Tanzania,d4T,0.0
Thailand,d4T,1.8167417114673596
The Former Yugoslav Republic of Macedonia,d4T,0.0
Timor-Leste,d4T,0.0
Togo,d4T,6.864021867698557
Tokelau,d4T,0.0
Tonga,d4T,0.0
Trinidad and Tobago,d4T,0.4674968384504252
Tunisia,d4T,0.0
Turkey,d4T,0.0
Turkmenistan,d4T,0.0
Turks and Caicos Islands,d4T,0.0
Tuvalu,d4T,0.0
Uganda,d4T,671.5826540824827
Ukraine,d4T,4.576349511256083
United Arab Emirates,d4T,0.0
United Kingdom of Great Britain and Northern Ireland,d4T,0.0
United States,d4T,0.0
Uruguay,d4T,0.045073372690195845
US Virgin Islands,d4T,0.0
Uzbekistan,d4T,0.13460240674741072
Vanuatu,d4T,0.0
Venezuela,d4T,0.0
Viet Nam,d4T,0.0
Wallis and Futuna Islands,d4T,0.0
West Bank and Gaza Strip,d4T,0.0
Yemen,d4T,0.09079632593271852
Zambia,d4T,417.56380646044227
Zimbabwe,d4T,787.3938135970714
Afghanistan,EFV,21.36337968173854
Albania,EFV,0.0
Algeria,EFV,140.01489989698123
American Samoa,EFV,0.0
Andorra,EFV,0.1368831362443209
Angola,EFV,0.0
Anguilla,EFV,0.0
Antigua and Barbuda,EFV,0.6394528710349775
Argentina,EFV,2719.58664213522
Armenia,EFV,0.0
Aruba,EFV,0.0
Australia,EFV,21.621489553384897
Austria,EFV,0.0
Azerbaijan,EFV,19.374910971995803
Bahamas,EFV,0.0
Bahrain,EFV,29.42419645834553
Bangladesh,EFV,0.0
Barbados,EFV,13.380694001265542
Belarus,EFV,100.31036687589578
Belgium,EFV,0.0
Belize,EFV,10.048167578218216
Benin,EFV,255.99803651531954
Bermuda,EFV,0.6787872786204002
Bhutan,EFV,0.7853120814020472
Bolivia,EFV,0.0
"Bonaire, Saint Eustatius and Saba",EFV,0.0
Bosnia and Herzegovina,EFV,0.0
Botswana,EFV,1630.7409640758383
Brazil,EFV,19232.999688166947
British Virgin Islands,EFV,0.0
Brunei Darussalam,EFV,0.0
Bulgaria,EFV,0.0
Burkina Faso,EFV,0.0
Burundi,EFV,1557.4700862137906
Cambodia,EFV,3121.96780000568
Cameroon,EFV,27271.737869830453
Canada,EFV,0.0
Cape Verde,EFV,0.0
Cayman Islands,EFV,0.0
Central African Republic,EFV,0.0
Chad,EFV,0.0
Chile,EFV,96.85799868480278
China,EFV,0.0
"China, Hong Kong SAR",EFV,0.0
"China, Macao SAR",EFV,0.0
Colombia,EFV,0.0
Comoros,EFV,0.0
Congo,EFV,329.7830877201751
Cook Islands,EFV,0.0
Costa Rica,EFV,18.7761515058618
Cote d'Ivoire,EFV,0.0
Croatia,EFV,0.0
Cuba,EFV,72.84099245922853
Curacao,EFV,0.0
Cyprus,EFV,0.0
Czech Republic,EFV,0.0
Democratic People's Republic of Korea,EFV,0.0
Democratic Republic of the Congo,EFV,0.0
Denmark,EFV,0.0
Djibouti,EFV,85.33942996390248
Dominica,EFV,0.0
Dominican Republic,EFV,0.0
Ecuador,EFV,91.28444324964468
Egypt,EFV,58.877129410330014
El Salvador,EFV,372.04198861386624
Equatorial Guinea,EFV,0.0
Eritrea,EFV,793.6850756322121
Estonia,EFV,0.0
Ethiopia,EFV,0.0
Fiji,EFV,24.45372522242068
Finland,EFV,0.0
France,EFV,0.0
French Polynesia,EFV,0.0
Gabon,EFV,166.57920478315984
Gambia,EFV,0.0
Georgia,EFV,0.0
Germany,EFV,0.0
Ghana,EFV,823.8520587687998
Greece,EFV,0.0
Greenland,EFV,0.0
Grenada,EFV,0.0
Guam,EFV,0.0
Guatemala,EFV,0.0
Guinea,EFV,0.0
Guinea-Bissau,EFV,127.63189379543914
Guyana,EFV,0.0
Haiti,EFV,0.0
Honduras,EFV,401.763339207228
Hungary,EFV,0.0
Iceland,EFV,0.0
India,EFV,0.0
Indonesia,EFV,340.62967778254597
Iran,EFV,0.0
Iraq,EFV,0.0
Ireland,EFV,0.0
Israel,EFV,0.0
Italy,EFV,0.0
Jamaica,EFV,0.0
Japan,EFV,0.0
Jordan,EFV,0.0
Kazakhstan,EFV,181.0783042455338
Kenya,EFV,45146.192211053225
Kiribati,EFV,0.16091145492986153
Kuwait,EFV,0.0
Kyrgyzstan,EFV,112.47087749234194
Lao People's Democratic Republic,EFV,0.0
Latvia,EFV,0.0
Lebanon,EFV,18.057240609848314
Lesotho,EFV,1212.049977515258
Liberia,EFV,114.84137866634562
Libya,EFV,0.0
Lithuania,EFV,0.0
Luxembourg,EFV,0.0
Madagascar,EFV,178.62655899200377
Malawi,EFV,32696.58195408808
Malaysia,EFV,221.6896137834326
Maldives,EFV,0.04773292704572908
Mali,EFV,390.106499936494
Malta,EFV,0.0
Marshall Islands,EFV,1.0030337062664518
Mauritania,EFV,0.0
Mauritius,EFV,0.0
Mexico,EFV,3653.4548194908766
Micronesia (Federated States of),EFV,0.0
Monaco,EFV,0.0
Mongolia,EFV,0.0
Montenegro,EFV,0.0
Montserrat,EFV,0.0
Morocco,EFV,174.54398473126864
Mozambique,EFV,0.0
Myanmar,EFV,4291.795699768729
Namibia,EFV,4500.157257989836
Nauru,EFV,0.0
Nepal,EFV,116.79530105869912
Netherlands,EFV,0.0
New Caledonia,EFV,0.0
New Zealand,EFV,0.0
Nicaragua,EFV,0.0
Niger,EFV,0.0
Nigeria,EFV,8702.90405596202
Niue,EFV,0.0
Northern Mariana Islands,EFV,0.0
Norway,EFV,0.0
Oman,EFV,0.0
Pakistan,EFV,0.0
Palau,EFV,0.0
Panama,EFV,0.0
Papua New Guinea,EFV,0.0
Paraguay,EFV,0.0
Peru,EFV,0.0
Philippines,EFV,745.7681278362699
Poland,EFV,0.0
Portugal,EFV,0.0
Puerto Rico,EFV,20.53586700704909
Qatar,EFV,0.0
Republic of Korea,EFV,0.0
Republic of Moldova,EFV,0.0
Romania,EFV,0.0
Russia,EFV,0.0
Rwanda,EFV,2686.5387729052927
Saint Kitts and Nevis,EFV,0.0
Saint Lucia,EFV,24.657812406472228
Saint Vincent and the Grenadines,EFV,4.604545511205542
Samoa,EFV,0.5587327872877643
San Marino,EFV,0.0
Sao Tome and Principe,EFV,0.46281280181283935
Saudi Arabia,EFV,0.0
Senegal,EFV,0.0
Serbia,EFV,0.0
Seychelles,EFV,6.5632417068747415
Sierra Leone,EFV,166.01076261751226
Singapore,EFV,0.0
Sint Maarten (Dutch part),EFV,0.0
Slovakia,EFV,0.0
Slovenia,EFV,0.0
Solomon Islands,EFV,10.41397745372741
Somalia,EFV,157.37946079346045
South Africa,EFV,0.0
South Sudan,EFV,0.0
Spain,EFV,0.0
Sri Lanka,EFV,13.393431531916631
Sudan,EFV,69.54352699536238
Suriname,EFV,0.0
Swaziland,EFV,0.0
Sweden,EFV,0.0
Switzerland,EFV,0.0
Syrian Arab Republic,EFV,0.0
Tajikistan,EFV,43.64596991128345
Tanzania,EFV,0.0
Thailand,EFV,8716.229597800802
The Former Yugoslav Republic of Macedonia,EFV,0.0
Timor-Leste,EFV,3.1204320499311513
Togo,EFV,543.995870469678
Tokelau,EFV,0.0
Tonga,EFV,0.0962958392147522
Trinidad and Tobago,EFV,108.95998510081068
Tunisia,EFV,37.380921735212965
Turkey,EFV,0.0
Turkmenistan,EFV,0.0
Turks and Caicos Islands,EFV,0.0
Tuvalu,EFV,0.0
Uganda,EFV,37853.50329702795
Ukraine,EFV,2206.0828207293953
United Arab Emirates,EFV,21.22886937289561
United Kingdom of Great Britain and Northern Ireland,EFV,0.0
United States,EFV,583.7992958718796
Uruguay,EFV,20.611131186572123
US Virgin Islands,EFV,0.0
Uzbekistan,EFV,107.86834181800964
Vanuatu,EFV,12.901521363241976
Venezuela,EFV,498.0380779700782
Viet Nam,EFV,0.0
Wallis and Futuna Islands,EFV,0.0
West Bank and Gaza Strip,EFV,0.0
Yemen,EFV,4.887400067958228
Zambia,EFV,10325.478872217302
Zimbabwe,EFV,30429.66555808107
Afghanistan,FTC,7.057697954414172
Albania,FTC,0.0
Algeria,FTC,49.13222219757404
American Samoa,FTC,0.0
Andorra,FTC,0.04982572069509053
Angola,FTC,0.0
Anguilla,FTC,0.0
Antigua and Barbuda,FTC,0.2327620554587082
Argentina,FTC,953.9801014606982
Armenia,FTC,0.0
Aruba,FTC,0.0
Australia,FTC,7.615524869971142
Austria,FTC,0.0
Azerbaijan,FTC,7.002043411430096
Bahamas,FTC,0.0
Bahrain,FTC,10.710463207054273
Bangladesh,FTC,0.0
Barbados,FTC,4.8590119226218835
Belarus,FTC,36.60652842796935
Belgium,FTC,0.0
Belize,FTC,3.4928064632627343
Benin,FTC,85.84425353977964
Bermuda,FTC,0.24707985427477266
Bhutan,FTC,0.28700684188035697
Bolivia,FTC,0.0
"Bonaire, Saint Eustatius and Saba",FTC,0.0
Bosnia and Herzegovina,FTC,0.0
Botswana,FTC,562.1364243134695
Brazil,FTC,6809.368920392517
British Virgin Islands,FTC,0.0
Brunei Darussalam,FTC,0.0
Bulgaria,FTC,0.0
Burkina Faso,FTC,0.0
Burundi,FTC,533.3556854430636
Cambodia,FTC,1118.9574626577255
Cameroon,FTC,9613.158080741907
Canada,FTC,0.0
Cape Verde,FTC,0.0
Cayman Islands,FTC,0.0
Central African Republic,FTC,0.0
Chad,FTC,0.0
Chile,FTC,34.50956765471491
China,FTC,0.0
"China, Hong Kong SAR",FTC,0.0
"China, Macao SAR",FTC,0.0
Colombia,FTC,0.0
Comoros,FTC,0.0
Congo,FTC,120.06546571764787
Cook Islands,FTC,0.0
Costa Rica,FTC,6.660677019075078
Cote d'Ivoire,FTC,0.0
Croatia,FTC,0.0
Cuba,FTC,25.68430700927844
Curacao,FTC,0.0
Cyprus,FTC,0.0
Czech Republic,FTC,0.0
Democratic People's Republic of Korea,FTC,0.0
Democratic Republic of the Congo,FTC,0.0
Denmark,FTC,0.0
Djibouti,FTC,30.5347857841892
Dominica,FTC,0.0
Dominican Republic,FTC,0.0
Ecuador,FTC,32.873491982588135
Egypt,FTC,19.767161434209633
El Salvador,FTC,132.56837282434424
Equatorial Guinea,FTC,0.0
Eritrea,FTC,268.4867923150814
Estonia,FTC,0.0
Ethiopia,FTC,0.0
Fiji,FTC,8.90305016052035
Finland,FTC,0.0
France,FTC,0.0
French Polynesia,FTC,0.0
Gabon,FTC,59.32800327503817
Gambia,FTC,0.0
Georgia,FTC,0.0
Germany,FTC,0.0
Ghana,FTC,284.4219842422321
Greece,FTC,0.0
Greenland,FTC,0.0
Grenada,FTC,0.0
Guam,FTC,0.0
Guatemala,FTC,0.0
Guinea,FTC,0.0
Guinea-Bissau,FTC,46.4674610056945
Guyana,FTC,0.0
Haiti,FTC,0.0
Honduras,FTC,134.7327030215352
Hungary,FTC,0.0
Iceland,FTC,0.0
India,FTC,0.0
Indonesia,FTC,119.09054276858157
Iran,FTC,0.0
Iraq,FTC,0.0
Ireland,FTC,0.0
Israel,FTC,0.0
Italy,FTC,0.0
Jamaica,FTC,0.0
Japan,FTC,0.0
Jordan,FTC,0.0
Kazakhstan,FTC,62.136622358866575
Kenya,FTC,13883.043878768829
Kiribati,FTC,0.05857207417914174
Kuwait,FTC,0.0
Kyrgyzstan,FTC,40.61990791861329
Lao People's Democratic Republic,FTC,0.0
Latvia,FTC,0.0
Lebanon,FTC,6.571845786692689
Lesotho,FTC,397.2961220391478
Liberia,FTC,41.0330157816024
Libya,FTC,0.0
Lithuania,FTC,0.0
Luxembourg,FTC,0.0
Madagascar,FTC,64.17759011939306
Malawi,FTC,10431.346876412972
Malaysia,FTC,79.4190136025868
Maldives,FTC,0.01744488206604644
Mali,FTC,130.47040460395255
Malta,FTC,0.0
Marshall Islands,FTC,0.36510616769468696
Mauritania,FTC,0.0
Mauritius,FTC,0.0
Mexico,FTC,1283.285014172625
Micronesia (Federated States of),FTC,0.0
Monaco,FTC,0.0
Mongolia,FTC,0.0
Montenegro,FTC,0.0
Montserrat,FTC,0.0
Morocco,FTC,60.19092332967731
Mozambique,FTC,0.0
Myanmar,FTC,1533.9000144836502
Namibia,FTC,1475.3173625616978
Nauru,FTC,0.0
Nepal,FTC,40.723009701265994
Netherlands,FTC,0.0
New Caledonia,FTC,0.0
New Zealand,FTC,0.0
Nicaragua,FTC,0.0
Niger,FTC,0.0
Nigeria,FTC,3170.698126249364
Niue,FTC,0.0
Northern Mariana Islands,FTC,0.0
Norway,FTC,0.0
Oman,FTC,0.0
Pakistan,FTC,0.0
Palau,FTC,0.0
Panama,FTC,0.0
Papua New Guinea,FTC,0.0
Paraguay,FTC,0.0
Peru,FTC,0.0
Philippines,FTC,264.1299542672093
Poland,FTC,0.0
Portugal,FTC,0.0
Puerto Rico,FTC,7.475094462318797
Qatar,FTC,0.0
Republic of Korea,FTC,0.0
Republic of Moldova,FTC,0.0
Romania,FTC,0.0
Russia,FTC,0.0
Rwanda,FTC,870.171734635924
Saint Kitts and Nevis,FTC,0.0
Saint Lucia,FTC,8.725119467640054
Saint Vincent and the Grenadines,FTC,1.629309567985392
Samoa,FTC,0.20337979218199412
San Marino,FTC,0.0
Sao Tome and Principe,FTC,0.1684981330422195
Saudi Arabia,FTC,0.0
Senegal,FTC,0.0
Serbia,FTC,0.0
Seychelles,FTC,2.3895060162152677
Sierra Leone,FTC,59.070594817800696
Singapore,FTC,0.0
Sint Maarten (Dutch part),FTC,0.0
Slovakia,FTC,0.0
Slovenia,FTC,0.0
Solomon Islands,FTC,3.7907075054756416
Somalia,FTC,53.61961318050064
South Africa,FTC,0.0
South Sudan,FTC,0.0
Spain,FTC,0.0
Sri Lanka,FTC,4.573784408750477
Sudan,FTC,24.388484963812996
Suriname,FTC,0.0
Swaziland,FTC,0.0
Sweden,FTC,0.0
Switzerland,FTC,0.0
Syrian Arab Republic,FTC,0.0
Tajikistan,FTC,13.497008127128103
Tanzania,FTC,0.0
Thailand,FTC,3134.0577617608355
The Former Yugoslav Republic of Macedonia,FTC,0.0
Timor-Leste,FTC,1.1404196741174104
Togo,FTC,187.1129063479092
Tokelau,FTC,0.0
Tonga,FTC,0.03505186774979852
Trinidad and Tobago,FTC,38.53560618108192
Tunisia,FTC,13.651700345285443
Turkey,FTC,0.0
Turkmenistan,FTC,0.0
Turks and Caicos Islands,FTC,0.0
Tuvalu,FTC,0.0
Uganda,FTC,12631.199591579136
Ukraine,FTC,798.4497989429308
United Arab Emirates,FTC,7.72734863525121
United Kingdom of Great Britain and Northern Ireland,FTC,0.0
United States,FTC,212.50404875428637
Uruguay,FTC,7.363518949813631
US Virgin Islands,FTC,0.0
Uzbekistan,FTC,39.18371098893007
Vanuatu,FTC,4.696178197139376
Venezuela,FTC,176.22981544713855
Viet Nam,FTC,0.0
Wallis and Futuna Islands,FTC,0.0
West Bank and Gaza Strip,FTC,0.0
Yemen,FTC,1.652592482451262
Zambia,FTC,3075.1708057549167
Zimbabwe,FTC,9741.310849552454
Afghanistan,LPV/r,4.612259382938521
Albania,LPV/r,0.0
Algeria,LPV/r,15.754865045644234
American Samoa,LPV/r,0.0
Andorra,LPV/r,0.014843239182804282
Angola,LPV/r,0.0
Anguilla,LPV/r,0.0
Antigua and Barbuda,LPV/r,0.06934054969314643
Argentina,LPV/r,350.7388265300558
Armenia,LPV/r,0.0
Aruba,LPV/r,0.0
Australia,LPV/r,2.3268123552179167
Austria,LPV/r,0.0
Azerbaijan,LPV/r,2.328492876948555
Bahamas,LPV/r,0.0
Bahrain,LPV/r,3.190680735233121
Bangladesh,LPV/r,0.0
Barbados,LPV/r,1.4351223089512788
Belarus,LPV/r,11.515944222504938
Belgium,LPV/r,0.0
Belize,LPV/r,1.482417749431814
Benin,LPV/r,46.003000490669734
Bermuda,LPV/r,0.07360586707206912
Bhutan,LPV/r,0.0867881096576311
Bolivia,LPV/r,0.0
"Bonaire, Saint Eustatius and Saba",LPV/r,0.0
Bosnia and Herzegovina,LPV/r,0.0
Botswana,LPV/r,223.1478707285914
Brazil,LPV/r,2405.368228539971
British Virgin Islands,LPV/r,0.0
Brunei Darussalam,LPV/r,0.0
Bulgaria,LPV/r,0.0
Burkina Faso,LPV/r,0.0
Burundi,LPV/r,242.99982619859543
Cambodia,LPV/r,316.19961885796573
Cameroon,LPV/r,3946.170010192176
Canada,LPV/r,0.0
Cape Verde,LPV/r,0.0
Cayman Islands,LPV/r,0.0
Central African Republic,LPV/r,0.0
Chad,LPV/r,0.0
Chile,LPV/r,9.572687350199857
China,LPV/r,0.0
"China, Hong Kong SAR",LPV/r,0.0
"China, Macao SAR",LPV/r,0.0
Colombia,LPV/r,0.0
Comoros,LPV/r,0.0
Congo,LPV/r,35.793787895953194
Cook Islands,LPV/r,0.0
Costa Rica,LPV/r,2.2963207770637735
Cote d'Ivoire,LPV/r,0.0
Croatia,LPV/r,0.0
Cuba,LPV/r,8.761280268698922
Curacao,LPV/r,0.0
Cyprus,LPV/r,0.0
Czech Republic,LPV/r,0.0
Democratic People's Republic of Korea,LPV/r,0.0
Democratic Republic of the Congo,LPV/r,0.0
Denmark,LPV/r,0.0
Djibouti,LPV/r,11.334526199533656
Dominica,LPV/r,0.0
Dominican Republic,LPV/r,0.0
Ecuador,LPV/r,10.01757143947317
Egypt,LPV/r,11.44554096612327
El Salvador,LPV/r,44.387665806696724
Equatorial Guinea,LPV/r,0.0
Eritrea,LPV/r,130.35607995948638
Estonia,LPV/r,0.0
Ethiopia,LPV/r,0.0
Fiji,LPV/r,2.6542585437427078
Finland,LPV/r,0.0
France,LPV/r,0.0
French Polynesia,LPV/r,0.0
Gabon,LPV/r,19.543790175880993
Gambia,LPV/r,0.0
Georgia,LPV/r,0.0
Germany,LPV/r,0.0
Ghana,LPV/r,132.4854330466613
Greece,LPV/r,0.0
Greenland,LPV/r,0.0
Grenada,LPV/r,0.0
Guam,LPV/r,0.0
Guatemala,LPV/r,0.0
Guinea,LPV/r,0.0
Guinea-Bissau,LPV/r,13.852829648890724
Guyana,LPV/r,0.0
Haiti,LPV/r,0.0
Honduras,LPV/r,71.47413148320415
Hungary,LPV/r,0.0
Iceland,LPV/r,0.0
India,LPV/r,0.0
Indonesia,LPV/r,55.14078350855939
Iran,LPV/r,0.0
Iraq,LPV/r,0.0
Ireland,LPV/r,0.0
Israel,LPV/r,0.0
Italy,LPV/r,0.0
Jamaica,LPV/r,0.0
Japan,LPV/r,0.0
Jordan,LPV/r,0.0
Kazakhstan,LPV/r,30.75306970601427
Kenya,LPV/r,11320.822603896675
