Country,Drug,Impact Score
Kiribati,LPV/r,0.017448805443161807
Kuwait,LPV/r,0.0
Kyrgyzstan,LPV/r,13.923681276471513
Lao People's Democratic Republic,LPV/r,0.0
Latvia,LPV/r,0.0
Lebanon,LPV/r,1.9566615251179047
Lesotho,LPV/r,247.78307307755782
Liberia,LPV/r,15.207026194640317
Libya,LPV/r,0.0
Lithuania,LPV/r,0.0
Luxembourg,LPV/r,0.0
Madagascar,LPV/r,24.737347848594766
Malawi,LPV/r,7126.838206094597
Malaysia,LPV/r,28.502640582953507
Maldives,LPV/r,0.005275164619049805
Mali,LPV/r,75.45674432288322
Malta,LPV/r,0.0
Marshall Islands,LPV/r,0.10876627770972255
Mauritania,LPV/r,0.0
Mauritius,LPV/r,0.0
Mexico,LPV/r,476.3764696610684
Micronesia (Federated States of),LPV/r,0.0
Monaco,LPV/r,0.0
Mongolia,LPV/r,0.0
Montenegro,LPV/r,0.0
Montserrat,LPV/r,0.0
Morocco,LPV/r,27.98262659419291
Mozambique,LPV/r,0.0
Myanmar,LPV/r,519.6779789552468
Namibia,LPV/r,851.6514447377347
Nauru,LPV/r,0.0
Nepal,LPV/r,17.925596981811374
Netherlands,LPV/r,0.0
New Caledonia,LPV/r,0.0
New Zealand,LPV/r,0.0
Nicaragua,LPV/r,0.0
Niger,LPV/r,0.0
Nigeria,LPV/r,947.6507346194996
Niue,LPV/r,0.0
Northern Mariana Islands,LPV/r,0.0
Norway,LPV/r,0.0
Oman,LPV/r,0.0
Pakistan,LPV/r,0.0
Palau,LPV/r,0.0
Panama,LPV/r,0.0
Papua New Guinea,LPV/r,0.0
Paraguay,LPV/r,0.0
Peru,LPV/r,0.0
Philippines,LPV/r,104.68944658839051
Poland,LPV/r,0.0
Portugal,LPV/r,0.0
Puerto Rico,LPV/r,2.2268541923807303
Qatar,LPV/r,0.0
Republic of Korea,LPV/r,0.0
Republic of Moldova,LPV/r,0.0
Romania,LPV/r,0.0
Russia,LPV/r,0.0
Rwanda,LPV/r,520.4848907329169
Saint Kitts and Nevis,LPV/r,0.0
Saint Lucia,LPV/r,2.3713610015639257
Saint Vincent and the Grenadines,LPV/r,0.4428227238979644
Samoa,LPV/r,0.060587480887232176
San Marino,LPV/r,0.0
Sao Tome and Principe,LPV/r,0.05023248274537623
Saudi Arabia,LPV/r,0.0
Senegal,LPV/r,0.0
Serbia,LPV/r,0.0
Seychelles,LPV/r,0.7123569713346958
Sierra Leone,LPV/r,22.45510779206635
Singapore,LPV/r,0.0
Sint Maarten (Dutch part),LPV/r,0.0
Slovakia,LPV/r,0.0
Slovenia,LPV/r,0.0
Solomon Islands,LPV/r,1.1292637094032119
Somalia,LPV/r,29.336358999949866
South Africa,LPV/r,0.0
South Sudan,LPV/r,0.0
Spain,LPV/r,0.0
Sri Lanka,LPV/r,2.393573938960139
Sudan,LPV/r,11.09416143904605
Suriname,LPV/r,0.0
Swaziland,LPV/r,0.0
Sweden,LPV/r,0.0
Switzerland,LPV/r,0.0
Syrian Arab Republic,LPV/r,0.0
Tajikistan,LPV/r,11.552500202063428
Tanzania,LPV/r,0.0
Thailand,LPV/r,906.186328939015
The Former Yugoslav Republic of Macedonia,LPV/r,0.0
Timor-Leste,LPV/r,0.34485194528665924
Togo,LPV/r,87.2931134973533
Tokelau,LPV/r,0.0
Tonga,LPV/r,0.010442061841878144
Trinidad and Tobago,LPV/r,13.308186103303647
Tunisia,LPV/r,4.116917362187626
Turkey,LPV/r,0.0
Turkmenistan,LPV/r,0.0
Turks and Caicos Islands,LPV/r,0.0
Tuvalu,LPV/r,0.0
Uganda,LPV/r,6813.695694838383
Ukraine,LPV/r,262.3476357499139
United Arab Emirates,LPV/r,2.3020015052838265
United Kingdom of Great Britain and Northern Ireland,LPV/r,0.0
United States,LPV/r,63.30562566824991
Uruguay,LPV/r,2.338590898704486
US Virgin Islands,LPV/r,0.0
Uzbekistan,LPV/r,12.460055752199104
Vanuatu,LPV/r,1.3990062813497588
Venezuela,LPV/r,47.896709404849666
Viet Nam,LPV/r,0.0
Wallis and Futuna Islands,LPV/r,0.0
West Bank and Gaza Strip,LPV/r,0.0
Yemen,LPV/r,0.9292961353266729
Zambia,LPV/r,2842.695600828629
Zimbabwe,LPV/r,6523.241701782575
Afghanistan,NVP,16.42590131520838
Albania,NVP,0.0
Algeria,NVP,77.09206589122661
American Samoa,NVP,0.0
Andorra,NVP,0.07224947995309407
Angola,NVP,0.0
Anguilla,NVP,0.0
Antigua and Barbuda,NVP,0.3375151874393646
Argentina,NVP,1618.6119183202238
Armenia,NVP,0.0
Aruba,NVP,0.0
Australia,NVP,11.58183295108846
Austria,NVP,0.0
Azerbaijan,NVP,10.845178621324255
Bahamas,NVP,0.0
Bahrain,NVP,15.53064132281917
Bangladesh,NVP,0.0
Barbados,NVP,7.033786497418358
Belarus,NVP,54.47743979339188
Belgium,NVP,0.0
Belize,NVP,6.43567381028717
Benin,NVP,180.4719300226955
Bermuda,NVP,0.35827662358323975
Bhutan,NVP,0.4173974704479967
Bolivia,NVP,0.0
"Bonaire, Saint Eustatius and Saba",NVP,0.0
Bosnia and Herzegovina,NVP,0.0
Botswana,NVP,1013.5327798484224
Brazil,NVP,11107.31619733938
British Virgin Islands,NVP,0.0
Brunei Darussalam,NVP,0.0
Bulgaria,NVP,0.0
Burkina Faso,NVP,0.0
Burundi,NVP,1002.3779313472023
Cambodia,NVP,1605.4102444227703
Cameroon,NVP,16660.732678946748
Canada,NVP,0.0
Cape Verde,NVP,0.0
Cayman Islands,NVP,0.0
Central African Republic,NVP,0.0
Chad,NVP,0.0
Chile,NVP,49.323818120795714
China,NVP,0.0
"China, Hong Kong SAR",NVP,0.0
"China, Macao SAR",NVP,0.0
Colombia,NVP,0.0
Comoros,NVP,0.0
Congo,NVP,174.12509306337202
Cook Islands,NVP,0.0
Costa Rica,NVP,10.632478709638697
Cote d'Ivoire,NVP,0.0
Croatia,NVP,0.0
Cuba,NVP,41.540157812247166
Curacao,NVP,0.0
Cyprus,NVP,0.0
Czech Republic,NVP,0.0
Democratic People's Republic of Korea,NVP,0.0
Democratic Republic of the Congo,NVP,0.0
Denmark,NVP,0.0
Djibouti,NVP,49.62379349505795
Dominica,NVP,0.0
Dominican Republic,NVP,0.0
Ecuador,NVP,48.86243630223961
Egypt,NVP,42.99911820177223
El Salvador,NVP,208.93783024115743
Equatorial Guinea,NVP,0.0
Eritrea,NVP,528.88196580287
Estonia,NVP,0.0
Ethiopia,NVP,0.0
Fiji,NVP,12.911746929816944
Finland,NVP,0.0
France,NVP,0.0
French Polynesia,NVP,0.0
Gabon,NVP,92.21420550487319
Gambia,NVP,0.0
Georgia,NVP,0.0
Germany,NVP,0.0
Ghana,NVP,537.2434746909846
Greece,NVP,0.0
Greenland,NVP,0.0
Grenada,NVP,0.0
Guam,NVP,0.0
Guatemala,NVP,0.0
Guinea,NVP,0.0
Guinea-Bissau,NVP,67.38949392044782
Guyana,NVP,0.0
Haiti,NVP,0.0
Honduras,NVP,290.4948370797113
Hungary,NVP,0.0
Iceland,NVP,0.0
India,NVP,0.0
Indonesia,NVP,220.76211560298435
Iran,NVP,0.0
Iraq,NVP,0.0
Ireland,NVP,0.0
Israel,NVP,0.0
Italy,NVP,0.0
Jamaica,NVP,0.0
Japan,NVP,0.0
Jordan,NVP,0.0
Kazakhstan,NVP,128.6057877435541
Kenya,NVP,41734.30955173677
Kiribati,NVP,0.08493207604790372
Kuwait,NVP,0.0
Kyrgyzstan,NVP,64.18738586839567
Lao People's Democratic Republic,NVP,0.0
Latvia,NVP,0.0
Lebanon,NVP,9.528394643951614
Lesotho,NVP,943.6423326375086
Liberia,NVP,66.74291820765526
Libya,NVP,0.0
Lithuania,NVP,0.0
Luxembourg,NVP,0.0
Madagascar,NVP,105.62190238017496
Malawi,NVP,26852.92081316125
Malaysia,NVP,130.0009723338736
Maldives,NVP,0.02537029988179441
Mali,NVP,283.4841222088409
Malta,NVP,0.0
Marshall Islands,NVP,0.5294199537028967
Mauritania,NVP,0.0
Mauritius,NVP,0.0
Mexico,NVP,2186.680866152845
Micronesia (Federated States of),NVP,0.0
Monaco,NVP,0.0
Mongolia,NVP,0.0
Montenegro,NVP,0.0
Montserrat,NVP,0.0
Morocco,NVP,119.33709751387742
Mozambique,NVP,0.0
Myanmar,NVP,2423.6324210631346
Namibia,NVP,3496.187080006966
Nauru,NVP,0.0
Nepal,NVP,75.33175548552032
Netherlands,NVP,0.0
New Caledonia,NVP,0.0
New Zealand,NVP,0.0
Nicaragua,NVP,0.0
Niger,NVP,0.0
Nigeria,NVP,4600.6157191612565
Niue,NVP,0.0
Northern Mariana Islands,NVP,0.0
Norway,NVP,0.0
Oman,NVP,0.0
Pakistan,NVP,0.0
Palau,NVP,0.0
Panama,NVP,0.0
Papua New Guinea,NVP,0.0
Paraguay,NVP,0.0
Peru,NVP,0.0
Philippines,NVP,446.9414811796405
Poland,NVP,0.0
Portugal,NVP,0.0
Puerto Rico,NVP,10.839214766360644
Qatar,NVP,0.0
Republic of Korea,NVP,0.0
Republic of Moldova,NVP,0.0
Romania,NVP,0.0
Russia,NVP,0.0
Rwanda,NVP,2070.9536661837506
Saint Kitts and Nevis,NVP,0.0
Saint Lucia,NVP,12.417797133219066
Saint Vincent and the Grenadines,NVP,2.318872051837682
Samoa,NVP,0.29490961722436804
San Marino,NVP,0.0
Sao Tome and Principe,NVP,0.24436462992595878
Saudi Arabia,NVP,0.0
Senegal,NVP,0.0
Serbia,NVP,0.0
Seychelles,NVP,3.465384113258923
Sierra Leone,NVP,97.66524987504498
Singapore,NVP,0.0
Sint Maarten (Dutch part),NVP,0.0
Slovakia,NVP,0.0
Slovenia,NVP,0.0
Solomon Islands,NVP,5.496692112110108
Somalia,NVP,110.01547434433584
South Africa,NVP,0.0
South Sudan,NVP,0.0
Spain,NVP,0.0
Sri Lanka,NVP,9.410570455965036
Sudan,NVP,44.583028758728105
Suriname,NVP,0.0
Swaziland,NVP,0.0
Sweden,NVP,0.0
Switzerland,NVP,0.0
Syrian Arab Republic,NVP,0.0
Tajikistan,NVP,43.3771865259908
Tanzania,NVP,0.0
Thailand,NVP,4536.341961499311
The Former Yugoslav Republic of Macedonia,NVP,0.0
Timor-Leste,NVP,1.6585259226125588
Togo,NVP,356.1473928532698
Tokelau,NVP,0.0
Tonga,NVP,0.05082674532306575
Trinidad and Tobago,NVP,62.577378429458406
Tunisia,NVP,19.843249550293017
Turkey,NVP,0.0
Turkmenistan,NVP,0.0
Turks and Caicos Islands,NVP,0.0
Tuvalu,NVP,0.0
Uganda,NVP,27316.298412932083
Ukraine,NVP,1225.1050209875218
United Arab Emirates,NVP,11.204994378900405
United Kingdom of Great Britain and Northern Ireland,NVP,0.0
United States,NVP,308.1401893688402
Uruguay,NVP,11.292571582435842
US Virgin Islands,NVP,0.0
Uzbekistan,NVP,58.99905488526281
Vanuatu,NVP,6.80966432149993
Venezuela,NVP,250.81445648550084
Viet Nam,NVP,0.0
Wallis and Futuna Islands,NVP,0.0
West Bank and Gaza Strip,NVP,0.0
Yemen,NVP,3.5308737709103135
Zambia,NVP,10049.21406270462
Zimbabwe,NVP,25328.335783471077
Afghanistan,TDF,23.749158708573933
Albania,TDF,0.0
Algeria,TDF,164.99281912085982
American Samoa,TDF,0.0
Andorra,TDF,0.16528726545888048
Angola,TDF,0.0
Anguilla,TDF,0.0
Antigua and Barbuda,TDF,0.7721434454464194
Argentina,TDF,3192.0176709236484
Armenia,TDF,0.0
Aruba,TDF,0.0
Australia,TDF,25.567094518926684
Austria,TDF,0.0
Azerbaijan,TDF,23.237267940288113
Bahamas,TDF,0.0
Bahrain,TDF,35.529906052445426
Bangladesh,TDF,0.0
Barbados,TDF,16.13411663847565
Belarus,TDF,121.22998247749712
Belgium,TDF,0.0
Belize,TDF,11.68234495922556
Benin,TDF,289.0146730289758
Bermuda,TDF,0.8196399950333253
Bhutan,TDF,0.9506391157242231
Bolivia,TDF,0.0
"Bonaire, Saint Eustatius and Saba",TDF,0.0
Bosnia and Herzegovina,TDF,0.0
Botswana,TDF,1889.8372748041102
Brazil,TDF,22729.252849050714
British Virgin Islands,TDF,0.0
Brunei Darussalam,TDF,0.0
Bulgaria,TDF,0.0
Burkina Faso,TDF,0.0
Burundi,TDF,1790.8242059365202
Cambodia,TDF,3736.778154795114
Cameroon,TDF,32035.348140586662
Canada,TDF,0.0
Cape Verde,TDF,0.0
Cayman Islands,TDF,0.0
Central African Republic,TDF,0.0
Chad,TDF,0.0
Chile,TDF,115.57494407234691
China,TDF,0.0
"China, Hong Kong SAR",TDF,0.0
"China, Macao SAR",TDF,0.0
Colombia,TDF,0.0
Comoros,TDF,0.0
Congo,TDF,398.2633085638127
Cook Islands,TDF,0.0
Costa Rica,TDF,22.23095201920125
Cote d'Ivoire,TDF,0.0
Croatia,TDF,0.0
Cuba,TDF,85.93616343496439
Curacao,TDF,0.0
Cyprus,TDF,0.0
Czech Republic,TDF,0.0
Democratic People's Republic of Korea,TDF,0.0
Democratic Republic of the Congo,TDF,0.0
Denmark,TDF,0.0
Djibouti,TDF,101.47129969464936
Dominica,TDF,0.0
Dominican Republic,TDF,0.0
Ecuador,TDF,109.40675553229383
Egypt,TDF,66.37511209914167
El Salvador,TDF,442.01139998527026
Equatorial Guinea,TDF,0.0
Eritrea,TDF,903.9210812409169
Estonia,TDF,0.0
Ethiopia,TDF,0.0
Fiji,TDF,29.531766352802528
Finland,TDF,0.0
France,TDF,0.0
French Polynesia,TDF,0.0
Gabon,TDF,197.930268423914
Gambia,TDF,0.0
Georgia,TDF,0.0
Germany,TDF,0.0
Ghana,TDF,951.6056819547375
Greece,TDF,0.0
Greenland,TDF,0.0
Grenada,TDF,0.0
Guam,TDF,0.0
Guatemala,TDF,0.0
Guinea,TDF,0.0
Guinea-Bissau,TDF,154.13495171216164
Guyana,TDF,0.0
Haiti,TDF,0.0
Honduras,TDF,453.58459000336217
Hungary,TDF,0.0
Iceland,TDF,0.0
India,TDF,0.0
Indonesia,TDF,396.930529763781
Iran,TDF,0.0
Iraq,TDF,0.0
Ireland,TDF,0.0
Israel,TDF,0.0
Italy,TDF,0.0
Jamaica,TDF,0.0
Japan,TDF,0.0
Jordan,TDF,0.0
Kazakhstan,TDF,207.88662327425524
Kenya,TDF,47478.86518243791
Kiribati,TDF,0.19430161447276284
Kuwait,TDF,0.0
Kyrgyzstan,TDF,134.7574889798713
Lao People's Democratic Republic,TDF,0.0
Latvia,TDF,0.0
Lebanon,TDF,21.80216694058426
Lesotho,TDF,1341.5349600350226
Liberia,TDF,136.42196878997703
Libya,TDF,0.0
Lithuania,TDF,0.0
Luxembourg,TDF,0.0
Madagascar,TDF,212.88733666858394
Malawi,TDF,35459.822388426066
Malaysia,TDF,263.9218556221037
Maldives,TDF,0.05778185339600004
Mali,TDF,438.69156629421155
Malta,TDF,0.0
Marshall Islands,TDF,1.2111696372587035
Mauritania,TDF,0.0
Mauritius,TDF,0.0
Mexico,TDF,4290.584644670364
Micronesia (Federated States of),TDF,0.0
Monaco,TDF,0.0
Mongolia,TDF,0.0
Montenegro,TDF,0.0
Montserrat,TDF,0.0
Morocco,TDF,201.37373045320552
Mozambique,TDF,0.0
Myanmar,TDF,5107.555767378622
Namibia,TDF,4994.039501493343
Nauru,TDF,0.0
Nepal,TDF,135.95621141247838
Netherlands,TDF,0.0
New Caledonia,TDF,0.0
New Zealand,TDF,0.0
Nicaragua,TDF,0.0
Niger,TDF,0.0
Nigeria,TDF,10514.541105799832
Niue,TDF,0.0
Northern Mariana Islands,TDF,0.0
Norway,TDF,0.0
Oman,TDF,0.0
Pakistan,TDF,0.0
Palau,TDF,0.0
Panama,TDF,0.0
Papua New Guinea,TDF,0.0
Paraguay,TDF,0.0
Peru,TDF,0.0
Philippines,TDF,879.5024513215229
Poland,TDF,0.0
Portugal,TDF,0.0
Puerto Rico,TDF,24.79719119938863
Qatar,TDF,0.0
Republic of Korea,TDF,0.0
Republic of Moldova,TDF,0.0
Romania,TDF,0.0
Russia,TDF,0.0
Rwanda,TDF,2957.0163848571424
Saint Kitts and Nevis,TDF,0.0
Saint Lucia,TDF,29.32286424216822
Saint Vincent and the Grenadines,TDF,5.475687003220337
Samoa,TDF,0.6746734263026826
San Marino,TDF,0.0
Sao Tome and Principe,TDF,0.5589169504412805
Saudi Arabia,TDF,0.0
Senegal,TDF,0.0
Serbia,TDF,0.0
Seychelles,TDF,7.9261140259013665
Sierra Leone,TDF,196.55687905518636
Singapore,TDF,0.0
Sint Maarten (Dutch part),TDF,0.0
Slovakia,TDF,0.0
Slovenia,TDF,0.0
Solomon Islands,TDF,12.574944606797414
Somalia,TDF,179.50880621829992
South Africa,TDF,0.0
South Sudan,TDF,0.0
Spain,TDF,0.0
Sri Lanka,TDF,15.311123485869947
Sudan,TDF,81.24256203480898
Suriname,TDF,0.0
Swaziland,TDF,0.0
Sweden,TDF,0.0
Switzerland,TDF,0.0
Syrian Arab Republic,TDF,0.0
Tajikistan,TDF,45.93105323282386
Tanzania,TDF,0.0
Thailand,TDF,10447.959504582383
The Former Yugoslav Republic of Macedonia,TDF,0.0
Timor-Leste,TDF,3.777357861766293
Togo,TDF,626.7847897212314
Tokelau,TDF,0.0
Tonga,TDF,0.11627784382778399
Trinidad and Tobago,TDF,128.74494419616994
Tunisia,TDF,45.229927488492855
Turkey,TDF,0.0
Turkmenistan,TDF,0.0
Turks and Caicos Islands,TDF,0.0
Tuvalu,TDF,0.0
Uganda,TDF,42585.21805723241
Ukraine,TDF,2649.1144483466173
United Arab Emirates,TDF,25.633996003472433
United Kingdom of Great Britain and Northern Ireland,TDF,0.0
United States,TDF,704.9413962816498
Uruguay,TDF,24.55642249205089
US Virgin Islands,TDF,0.0
Uzbekistan,TDF,129.92540558283167
Vanuatu,TDF,15.578669841282714
Venezuela,TDF,592.2627160515559
Viet Nam,TDF,0.0
Wallis and Futuna Islands,TDF,0.0
West Bank and Gaza Strip,TDF,0.0
Yemen,TDF,5.540475102830312
Zambia,TDF,10586.870021835273
Zimbabwe,TDF,33087.551831086865
Afghanistan,ATV/r,0.41262828341289814
Albania,ATV/r,0.0
Algeria,ATV/r,2.5134754857124357
American Samoa,ATV/r,0.0
Andorra,ATV/r,0.002776754104906053
Angola,ATV/r,0.0
Anguilla,ATV/r,0.0
Antigua and Barbuda,ATV/r,0.012971673744902245
Argentina,ATV/r,50.9278503323779
Armenia,ATV/r,0.0
Aruba,ATV/r,0.0
Australia,ATV/r,0.3883414316486215
Austria,ATV/r,0.0
Azerbaijan,ATV/r,0.3955959245345267
Bahamas,ATV/r,0.0
Bahrain,ATV/r,0.5968869543830523
Bangladesh,ATV/r,0.0
Barbados,ATV/r,0.2681005105465547
Belarus,ATV/r,2.0934009613982285
Belgium,ATV/r,0.0
Belize,ATV/r,0.19169084745075193
Benin,ATV/r,4.683174990167928
Bermuda,ATV/r,0.01376959510120374
Bhutan,ATV/r,0.016275195042368483
Bolivia,ATV/r,0.0
"Bonaire, Saint Eustatius and Saba",ATV/r,0.0
Bosnia and Herzegovina,ATV/r,0.0
Botswana,ATV/r,29.300532811773316
Brazil,ATV/r,368.483404861528
British Virgin Islands,ATV/r,0.0
Brunei Darussalam,ATV/r,0.0
Bulgaria,ATV/r,0.0
Burkina Faso,ATV/r,0.0
Burundi,ATV/r,28.74689879562379
Cambodia,ATV/r,58.66457180204356
Cameroon,ATV/r,543.1106059907389
Canada,ATV/r,0.0
Cape Verde,ATV/r,0.0
Cayman Islands,ATV/r,0.0
Central African Republic,ATV/r,0.0
Chad,ATV/r,0.0
Chile,ATV/r,1.7710694528949482
China,ATV/r,0.0
"China, Hong Kong SAR",ATV/r,0.0
"China, Macao SAR",ATV/r,0.0
Colombia,ATV/r,0.0
Comoros,ATV/r,0.0
Congo,ATV/r,6.6967978593272734
Cook Islands,ATV/r,0.0
Costa Rica,ATV/r,0.3594649661613291
Cote d'Ivoire,ATV/r,0.0
Croatia,ATV/r,0.0
Cuba,ATV/r,1.357461268088353
Curacao,ATV/r,0.0
Cyprus,ATV/r,0.0
Czech Republic,ATV/r,0.0
Democratic People's Republic of Korea,ATV/r,0.0
Democratic Republic of the Congo,ATV/r,0.0
Denmark,ATV/r,0.0
Djibouti,ATV/r,1.738274442364071
Dominica,ATV/r,0.0
Dominican Republic,ATV/r,0.0
Ecuador,ATV/r,1.7853216783931458
Egypt,ATV/r,1.1312298599580262
El Salvador,ATV/r,7.183477459047341
Equatorial Guinea,ATV/r,0.0
Eritrea,ATV/r,14.3377591878944
Estonia,ATV/r,0.0
Ethiopia,ATV/r,0.0
Fiji,ATV/r,0.49659821485923594
Finland,ATV/r,0.0
France,ATV/r,0.0
French Polynesia,ATV/r,0.0
Gabon,ATV/r,3.1923259639659376
Gambia,ATV/r,0.0
Georgia,ATV/r,0.0
Germany,ATV/r,0.0
Ghana,ATV/r,15.894880645483015
Greece,ATV/r,0.0
Greenland,ATV/r,0.0
Grenada,ATV/r,0.0
Guam,ATV/r,0.0
Guatemala,ATV/r,0.0
Guinea,ATV/r,0.0
Guinea-Bissau,ATV/r,2.5917793391407233
Guyana,ATV/r,0.0
Haiti,ATV/r,0.0
Honduras,ATV/r,7.327483094460771
Hungary,ATV/r,0.0
Iceland,ATV/r,0.0
India,ATV/r,0.0
Indonesia,ATV/r,6.922848001541239
Iran,ATV/r,0.0
Iraq,ATV/r,0.0
Ireland,ATV/r,0.0
Israel,ATV/r,0.0
Italy,ATV/r,0.0
Jamaica,ATV/r,0.0
Japan,ATV/r,0.0
Jordan,ATV/r,0.0
Kazakhstan,ATV/r,3.519502832186295
Kenya,ATV/r,747.3447734892212
Kiribati,ATV/r,0.0032641825374704328
Kuwait,ATV/r,0.0
Kyrgyzstan,ATV/r,2.3155150641283155
Lao People's Democratic Republic,ATV/r,0.0
Latvia,ATV/r,0.0
Lebanon,ATV/r,0.3660029732890661
Lesotho,ATV/r,21.96914079179574
Liberia,ATV/r,2.323789962590416
Libya,ATV/r,0.0
Lithuania,ATV/r,0.0
Luxembourg,ATV/r,0.0
Madagascar,ATV/r,3.761748829596821
Malawi,ATV/r,558.8448895277793
Malaysia,ATV/r,4.4866812312756865
Maldives,ATV/r,0.0009892407311822122
Mali,ATV/r,7.359429084586413
Malta,ATV/r,0.0
Marshall Islands,ATV/r,0.02034712264528536
Mauritania,ATV/r,0.0
Mauritius,ATV/r,0.0
Mexico,ATV/r,69.0236897713102
Micronesia (Federated States of),ATV/r,0.0
Monaco,ATV/r,0.0
Mongolia,ATV/r,0.0
Montenegro,ATV/r,0.0
Montserrat,ATV/r,0.0
Morocco,ATV/r,3.3578644520777807
Mozambique,ATV/r,0.0
Myanmar,ATV/r,84.21875940427338
Namibia,ATV/r,78.19938055368652
Nauru,ATV/r,0.0
Nepal,ATV/r,2.292410147023937
Netherlands,ATV/r,0.0
New Caledonia,ATV/r,0.0
New Zealand,ATV/r,0.0
Nicaragua,ATV/r,0.0
Niger,ATV/r,0.0
Nigeria,ATV/r,177.37257265462952
Niue,ATV/r,0.0
Northern Mariana Islands,ATV/r,0.0
Norway,ATV/r,0.0
Oman,ATV/r,0.0
Pakistan,ATV/r,0.0
Palau,ATV/r,0.0
Panama,ATV/r,0.0
Papua New Guinea,ATV/r,0.0
Paraguay,ATV/r,0.0
Peru,ATV/r,0.0
Philippines,ATV/r,14.931272792694536
Poland,ATV/r,0.0
Portugal,ATV/r,0.0
Puerto Rico,ATV/r,0.4165820171437966
Qatar,ATV/r,0.0
Republic of Korea,ATV/r,0.0
Republic of Moldova,ATV/r,0.0
Romania,ATV/r,0.0
Russia,ATV/r,0.0
Rwanda,ATV/r,45.22083944176027
Saint Kitts and Nevis,ATV/r,0.0
Saint Lucia,ATV/r,0.4374139201162607
Saint Vincent and the Grenadines,ATV/r,0.08168171081881882
Samoa,ATV/r,0.011334219855086557
San Marino,ATV/r,0.0
Sao Tome and Principe,ATV/r,0.009398188978930681
Saudi Arabia,ATV/r,0.0
Senegal,ATV/r,0.0
Serbia,ATV/r,0.0
Seychelles,ATV/r,0.13327761383003559
Sierra Leone,ATV/r,3.3336786487753987
Singapore,ATV/r,0.0
Sint Maarten (Dutch part),ATV/r,0.0
Slovakia,ATV/r,0.0
Slovenia,ATV/r,0.0
Solomon Islands,ATV/r,0.21125359512089936
Somalia,ATV/r,3.118358944219599
South Africa,ATV/r,0.0
South Sudan,ATV/r,0.0
Spain,ATV/r,0.0
Sri Lanka,ATV/r,0.2619924744017031
Sudan,ATV/r,1.4199522675674925
Suriname,ATV/r,0.0
Swaziland,ATV/r,0.0
Sweden,ATV/r,0.0
Switzerland,ATV/r,0.0
Syrian Arab Republic,ATV/r,0.0
Tajikistan,ATV/r,0.7756222972859239
Tanzania,ATV/r,0.0
Thailand,ATV/r,166.86716073725282
The Former Yugoslav Republic of Macedonia,ATV/r,0.0
Timor-Leste,ATV/r,0.0646693734017407
Togo,ATV/r,10.341303640200834
Tokelau,ATV/r,0.0
Tonga,ATV/r,0.001953417156863471
Trinidad and Tobago,ATV/r,2.0631877159551064
Tunisia,ATV/r,0.7716924180552335
Turkey,ATV/r,0.0
Turkmenistan,ATV/r,0.0
Turks and Caicos Islands,ATV/r,0.0
Tuvalu,ATV/r,0.0
Uganda,ATV/r,681.5343655048118
Ukraine,ATV/r,45.13048270604201
United Arab Emirates,ATV/r,0.4306399735646613
United Kingdom of Great Britain and Northern Ireland,ATV/r,0.0
United States,ATV/r,11.842708574123284
Uruguay,ATV/r,0.3954587919117732
US Virgin Islands,ATV/r,0.0
Uzbekistan,ATV/r,2.215965276500383
Vanuatu,ATV/r,0.261714871443133
Venezuela,ATV/r,8.83487896091214
Viet Nam,ATV/r,0.0
Wallis and Futuna Islands,ATV/r,0.0
West Bank and Gaza Strip,ATV/r,0.0
Yemen,ATV/r,0.09528880795617685
Zambia,ATV/r,164.16042481736235
Zimbabwe,ATV/r,521.8486973155048
